Image Name,Correct Prediction,True Label,Predicted Label,Probabilities
data/test\dogs\dog.1444.jpg,True,dog,dog,"['3.33%', '96.67%']"
data/test\dogs\dog.1445.jpg,False,dog,cat,"['57.51%', '42.49%']"
data/test\dogs\dog.1446.jpg,True,dog,dog,"['7.76%', '92.24%']"
data/test\dogs\dog.1447.jpg,True,dog,dog,"['0.00%', '100.00%']"
data/test\dogs\dog.1448.jpg,True,dog,dog,"['0.00%', '100.00%']"
data/test\dogs\dog.1449.jpg,True,dog,dog,"['1.72%', '98.28%']"
data/test\dogs\dog.1450.jpg,True,dog,dog,"['0.01%', '99.99%']"
data/test\dogs\dog.1451.jpg,True,dog,dog,"['0.00%', '100.00%']"
data/test\dogs\dog.1452.jpg,True,dog,dog,"['2.62%', '97.38%']"
data/test\dogs\dog.1453.jpg,True,dog,dog,"['2.96%', '97.04%']"
data/test\dogs\dog.1454.jpg,True,dog,dog,"['2.25%', '97.75%']"
data/test\dogs\dog.1455.jpg,True,dog,dog,"['0.00%', '100.00%']"
data/test\dogs\dog.1456.jpg,True,dog,dog,"['0.14%', '99.86%']"
data/test\dogs\dog.1457.jpg,True,dog,dog,"['0.00%', '100.00%']"
data/test\dogs\dog.1458.jpg,True,dog,dog,"['0.00%', '100.00%']"
data/test\dogs\dog.1459.jpg,True,dog,dog,"['0.04%', '99.96%']"
data/test\dogs\dog.1460.jpg,True,dog,dog,"['0.28%', '99.72%']"
data/test\dogs\dog.1461.jpg,True,dog,dog,"['0.22%', '99.78%']"
data/test\dogs\dog.1462.jpg,True,dog,dog,"['40.49%', '59.51%']"
data/test\dogs\dog.1463.jpg,True,dog,dog,"['0.72%', '99.28%']"
data/test\dogs\dog.1464.jpg,True,dog,dog,"['0.00%', '100.00%']"
data/test\dogs\dog.1465.jpg,True,dog,dog,"['0.00%', '100.00%']"
data/test\dogs\dog.1466.jpg,True,dog,dog,"['0.00%', '100.00%']"
data/test\dogs\dog.1467.jpg,True,dog,dog,"['0.00%', '100.00%']"
data/test\dogs\dog.1468.jpg,True,dog,dog,"['0.00%', '100.00%']"
data/test\dogs\dog.1469.jpg,True,dog,dog,"['0.00%', '100.00%']"
data/test\dogs\dog.1470.jpg,True,dog,dog,"['0.00%', '100.00%']"
data/test\dogs\dog.1471.jpg,True,dog,dog,"['0.00%', '100.00%']"
data/test\dogs\dog.1472.jpg,True,dog,dog,"['0.00%', '100.00%']"
data/test\dogs\dog.1473.jpg,True,dog,dog,"['8.11%', '91.89%']"
data/test\dogs\dog.1474.jpg,True,dog,dog,"['0.23%', '99.77%']"
data/test\dogs\dog.1475.jpg,True,dog,dog,"['0.25%', '99.75%']"
data/test\dogs\dog.1476.jpg,True,dog,dog,"['0.00%', '100.00%']"
data/test\dogs\dog.1477.jpg,True,dog,dog,"['0.00%', '100.00%']"
data/test\dogs\dog.1478.jpg,True,dog,dog,"['0.79%', '99.21%']"
data/test\dogs\dog.1479.jpg,True,dog,dog,"['0.09%', '99.91%']"
data/test\dogs\dog.1480.jpg,True,dog,dog,"['0.09%', '99.91%']"
data/test\dogs\dog.1481.jpg,True,dog,dog,"['0.00%', '100.00%']"
data/test\dogs\dog.1482.jpg,True,dog,dog,"['31.00%', '69.00%']"
data/test\dogs\dog.1483.jpg,True,dog,dog,"['0.00%', '100.00%']"
data/test\dogs\dog.1484.jpg,True,dog,dog,"['0.00%', '100.00%']"
data/test\dogs\dog.1485.jpg,False,dog,cat,"['99.98%', '0.02%']"
data/test\dogs\dog.1486.jpg,True,dog,dog,"['0.00%', '100.00%']"
data/test\dogs\dog.1487.jpg,True,dog,dog,"['4.51%', '95.49%']"
data/test\dogs\dog.1488.jpg,True,dog,dog,"['0.00%', '100.00%']"
data/test\dogs\dog.1489.jpg,True,dog,dog,"['0.48%', '99.52%']"
data/test\dogs\dog.1490.jpg,True,dog,dog,"['0.01%', '99.99%']"
data/test\dogs\dog.1491.jpg,True,dog,dog,"['0.30%', '99.70%']"
data/test\dogs\dog.1492.jpg,True,dog,dog,"['13.70%', '86.30%']"
data/test\dogs\dog.1493.jpg,False,dog,cat,"['72.96%', '27.04%']"
data/test\dogs\dog.1494.jpg,True,dog,dog,"['0.07%', '99.93%']"
data/test\dogs\dog.1495.jpg,True,dog,dog,"['0.17%', '99.83%']"
data/test\dogs\dog.1496.jpg,True,dog,dog,"['0.01%', '99.99%']"
data/test\dogs\dog.1497.jpg,True,dog,dog,"['0.00%', '100.00%']"
data/test\dogs\dog.1498.jpg,True,dog,dog,"['0.06%', '99.94%']"
data/test\dogs\dog.1499.jpg,True,dog,dog,"['0.01%', '99.99%']"
